RepRapFirmware height map file v2 generated at 2022-10-23 14:37, min error -0.241, max error 0.138, mean -0.055, deviation 0.090
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,30.00,470.00,30.00,470.00,-1.00,73.33,73.33,7,7
  0.138,  0.111,  0.069,  0.069,  0.069,  0.063,  0.099
  0.041,  0.036,  0.015,  0.006,  0.026,  0.018,  0.089
 -0.062, -0.022, -0.033, -0.051, -0.039, -0.064, -0.014
 -0.162, -0.149, -0.103, -0.103, -0.092, -0.049, -0.036
 -0.219, -0.141, -0.098, -0.098, -0.090, -0.152, -0.120
 -0.241, -0.165, -0.116, -0.136, -0.087, -0.141, -0.136
 -0.164, -0.111, -0.030, -0.009, -0.027, -0.106, -0.177
